distance covered,degrees from top of map,rad,currX,currY
0.0,-28.3338686159,1,7021.89684442,1745.26131316
0.0,-28.5698288123,1,7021.89684442,1745.26131316
0.0,-28.6158142072,1,7021.89684442,1745.26131316
0.0,-27.7475173004,1,7021.89684442,1745.26131316
0.0,-28.4582750922,1,7021.89684442,1745.26131316
0.0,-30.1338323323,1,7021.89684442,1745.26131316
0.0,-30.3641152709,1,7021.89684442,1745.26131316
0.0,-27.9872166579,1,7021.89684442,1745.26131316
0.0,-26.1946919933,1,7021.89684442,1745.26131316
0.0,-25.9546937772,1,7021.89684442,1745.26131316
0.0,-27.5452252595,1,7021.89684442,1745.26131316
0.0,-31.9855756903,1,7021.89684442,1745.26131316
0.0,-33.2701843194,1,7021.89684442,1745.26131316
0.0,-34.203170647,1,7021.89684442,1745.26131316
0.0,-37.9570536731,1,7021.89684442,1745.26131316
0.0,-42.8172043976,1,7021.89684442,1745.26131316
0.0,-43.7513403205,1,7021.89684442,1745.26131316
0.0,-43.9447326918,1,7021.89684442,1745.26131316
0.0,-43.7134472616,1,7021.89684442,1745.26131316
0.0,-43.7243215298,1,7021.89684442,1745.26131316
0.0,-42.9362314965,1,7021.89684442,1745.26131316
0.0,-49.5264091616,1,7021.89684442,1745.26131316
0.0,-49.8122205251,1,7021.89684442,1745.26131316
0.0,-49.825649587,1,7021.89684442,1745.26131316
0.0,-52.7513218474,1,7021.89684442,1745.26131316
0.0,-53.8829798062,1,7021.89684442,1745.26131316
0.0,-53.8601994635,1,7021.89684442,1745.26131316
0.0,-53.3985120692,1,7021.89684442,1745.26131316
0.0,-52.0531061233,1,7021.89684442,1745.26131316
0.0,-55.8417031258,1,7021.89684442,1745.26131316
0.0,-56.5823845768,1,7021.89684442,1745.26131316
0.0,-59.0980174763,1,7021.89684442,1745.26131316
0.0,-62.6760123241,1,7021.89684442,1745.26131316
0.0,-62.6342301204,1,7021.89684442,1745.26131316
0.0,-62.3620568651,1,7021.89684442,1745.26131316
0.0,-61.5728478083,1,7021.89684442,1745.26131316
0.0,-60.9835481999,1,7021.89684442,1745.26131316
0.0,-59.7520475399,1,7021.89684442,1745.26131316
0.0,-58.9490798283,1,7021.89684442,1745.26131316
0.0,-59.0881598152,1,7021.89684442,1745.26131316
0.0,-59.7147005006,1,7021.89684442,1745.26131316
0.0,-61.6253928843,1,7021.89684442,1745.26131316
0.0,-63.1077884665,1,7021.89684442,1745.26131316
0.0,-64.3060189971,1,7021.89684442,1745.26131316
0.0,-64.9269069762,1,7021.89684442,1745.26131316
0.0,-64.0891121537,1,7021.89684442,1745.26131316
0.0,-62.1301377796,1,7021.89684442,1745.26131316
0.0,-61.573912604,1,7021.89684442,1745.26131316
0.0,-60.5370428768,1,7021.89684442,1745.26131316
0.0,-57.536771098,1,7021.89684442,1745.26131316
0.0,-60.1863725177,1,7021.89684442,1745.26131316
0.0,-63.5357866358,1,7021.89684442,1745.26131316
0.0,-63.5357339523,1,7021.89684442,1745.26131316
0.0,-64.3287234673,1,7021.89684442,1745.26131316
0.0,-62.3512406807,1,7021.89684442,1745.26131316
0.0,-59.5203265925,1,7021.89684442,1745.26131316
0.0,-59.9422862028,1,7021.89684442,1745.26131316
0.0,-63.2287455115,1,7021.89684442,1745.26131316
0.0,-65.0723507686,1,7021.89684442,1745.26131316
0.0,-68.6680069742,1,7021.89684442,1745.26131316
0.0,-72.3559843782,1,7021.89684442,1745.26131316
0.0,-76.0792049806,1,7021.89684442,1745.26131316
0.0,-79.1295872815,1,7021.89684442,1745.26131316
0.0,-80.0552385308,1,7021.89684442,1745.26131316
0.0,-80.8607679785,1,7021.89684442,1745.26131316
0.0,-82.6749781247,1,7021.89684442,1745.26131316
0.0,-84.8451644693,1,7021.89684442,1745.26131316
0.0,-87.2116237623,1,7021.89684442,1745.26131316
0.0,-90.3930895038,1,7021.89684442,1745.26131316
0.0,-89.3220254437,1,7021.89684442,1745.26131316
0.0,-89.030596832,1,7021.89684442,1745.26131316
0.0,-90.2432949188,1,7021.89684442,1745.26131316
0.0,-91.311329204,1,7021.89684442,1745.26131316
0.0,-90.9472071877,1,7021.89684442,1745.26131316
0.0,-92.7660141197,1,7021.89684442,1745.26131316
0.0,-97.4138675002,1,7021.89684442,1745.26131316
0.0,-98.8351880792,1,7021.89684442,1745.26131316
0.0,-101.322192107,1,7021.89684442,1745.26131316
0.0,-103.965320582,1,7021.89684442,1745.26131316
0.0,-105.067882007,1,7021.89684442,1745.26131316
0.0,-101.591382879,1,7021.89684442,1745.26131316
0.0,-100.0641807,1,7021.89684442,1745.26131316
0.0,-103.97024372,1,7021.89684442,1745.26131316
0.0,-108.406715938,1,7021.89684442,1745.26131316
0.0,-107.619611354,1,7021.89684442,1745.26131316
0.0,-110.279786219,1,7021.89684442,1745.26131316
0.0,-113.175183782,1,7021.89684442,1745.26131316
0.0,-116.268476544,1,7021.89684442,1745.26131316
0.0,-116.702345004,1,7021.89684442,1745.26131316
0.0,-117.582699663,1,7021.89684442,1745.26131316
0.0,-119.18845202,1,7021.89684442,1745.26131316
0.0,-121.445354825,1,7021.89684442,1745.26131316
0.0,-128.213565079,1,7021.89684442,1745.26131316
0.0,-126.016485032,1,7021.89684442,1745.26131316
0.0,-124.890382182,1,7021.89684442,1745.26131316
0.0,-125.988921281,1,7021.89684442,1745.26131316
0.0,-129.548963079,1,7021.89684442,1745.26131316
0.0,-141.260205575,1,7021.89684442,1745.26131316
0.0,-144.90800802,1,7021.89684442,1745.26131316
0.0,-148.859946413,1,7021.89684442,1745.26131316
0.0,-152.449181504,1,7021.89684442,1745.26131316
0.0,-158.601261794,1,7021.89684442,1745.26131316
0.0,-163.361098032,1,7021.89684442,1745.26131316
0.0,-165.339232219,1,7021.89684442,1745.26131316
0.0,-167.022046854,1,7021.89684442,1745.26131316
0.0,-168.284388937,1,7021.89684442,1745.26131316
0.0,-171.252744719,1,7021.89684442,1745.26131316
0.0,-173.1098102,1,7021.89684442,1745.26131316
0.0,178.711256372,1,7021.89684442,1745.26131316
0.0,177.486544744,1,7021.89684442,1745.26131316
0.0,174.275261169,1,7021.89684442,1745.26131316
0.0,170.995598145,1,7021.89684442,1745.26131316
0.0,168.915052672,1,7021.89684442,1745.26131316
0.0,164.564024001,1,7021.89684442,1745.26131316
0.0,163.381583882,1,7021.89684442,1745.26131316
0.0,163.817851814,1,7021.89684442,1745.26131316
0.0,162.645215297,1,7021.89684442,1745.26131316
0.0,157.919716583,1,7021.89684442,1745.26131316
0.0,155.55269817,1,7021.89684442,1745.26131316
0.0,153.543588058,1,7021.89684442,1745.26131316
0.0,155.395355998,1,7021.89684442,1745.26131316
0.0,156.180656489,1,7021.89684442,1745.26131316
0.0,155.622396283,1,7021.89684442,1745.26131316
0.0,154.973822127,1,7021.89684442,1745.26131316
0.0,153.825631773,1,7021.89684442,1745.26131316
0.0,149.118405221,1,7021.89684442,1745.26131316
0.0,144.324186221,1,7021.89684442,1745.26131316
0.0,139.397511522,1,7021.89684442,1745.26131316
0.0,136.992812624,1,7021.89684442,1745.26131316
0.0,134.447538028,1,7021.89684442,1745.26131316
0.0,134.803247234,1,7021.89684442,1745.26131316
0.0,134.314436241,1,7021.89684442,1745.26131316
0.0,132.4216318,1,7021.89684442,1745.26131316
0.0,129.83504516,1,7021.89684442,1745.26131316
0.0,118.615638572,1,7021.89684442,1745.26131316
0.0,111.218057035,1,7021.89684442,1745.26131316
0.0,106.0927263,1,7021.89684442,1745.26131316
0.0,103.737341117,1,7021.89684442,1745.26131316
0.0,101.591833485,1,7021.89684442,1745.26131316
0.0,99.6418009049,1,7021.89684442,1745.26131316
0.0,103.499901126,1,7021.89684442,1745.26131316
0.0,99.3875458991,1,7021.89684442,1745.26131316
0.0,95.8396479735,1,7021.89684442,1745.26131316
0.0,90.3247115995,1,7021.89684442,1745.26131316
0.0,90.4723850271,1,7021.89684442,1745.26131316
0.0,83.0729962562,1,7021.89684442,1745.26131316
0.0,80.1140120369,1,7021.89684442,1745.26131316
0.0,79.4715781192,1,7021.89684442,1745.26131316
0.0,77.756831753,1,7021.89684442,1745.26131316
0.0,76.3168231884,1,7021.89684442,1745.26131316
0.0,74.8520329253,1,7021.89684442,1745.26131316
0.0,72.3532272139,1,7021.89684442,1745.26131316
0.0,70.7965043039,1,7021.89684442,1745.26131316
0.0,67.0473779456,1,7021.89684442,1745.26131316
0.0,62.4242998888,1,7021.89684442,1745.26131316
0.0,57.6177326336,1,7021.89684442,1745.26131316
0.0,54.91231693,1,7021.89684442,1745.26131316
0.0,50.5295035279,1,7021.89684442,1745.26131316
0.0,46.3953179274,1,7021.89684442,1745.26131316
0.0,44.1669838784,1,7021.89684442,1745.26131316
0.0,41.327493881,1,7021.89684442,1745.26131316
0.0,36.4705286852,1,7021.89684442,1745.26131316
0.0,33.602891791,1,7021.89684442,1745.26131316
0.0,31.0380661983,1,7021.89684442,1745.26131316
0.0,30.3881116572,1,7021.89684442,1745.26131316
0.0,24.0648041676,1,7021.89684442,1745.26131316
0.0,21.4061419796,1,7021.89684442,1745.26131316
0.0,20.0826580932,1,7021.89684442,1745.26131316
0.0,19.9078340084,1,7021.89684442,1745.26131316
0.0,19.2872639751,1,7021.89684442,1745.26131316
0.0,16.2766909934,1,7021.89684442,1745.26131316
0.0,14.5516453132,1,7021.89684442,1745.26131316
0.0,14.3047406846,1,7021.89684442,1745.26131316
0.0,14.1355343576,1,7021.89684442,1745.26131316
0.0,13.4927343322,1,7021.89684442,1745.26131316
0.0,8.83524710827,1,7021.89684442,1745.26131316
0.0,5.21716718595,1,7021.89684442,1745.26131316
0.0,2.44751881519,1,7021.89684442,1745.26131316
0.0,2.27557749601,1,7021.89684442,1745.26131316
0.0,2.16062847838,1,7021.89684442,1745.26131316
0.0,-0.716774237675,1,7021.89684442,1745.26131316
0.0,-6.94942915217,1,7021.89684442,1745.26131316
0.0,-10.0400657651,1,7021.89684442,1745.26131316
0.0,-7.71229982645,1,7021.89684442,1745.26131316
0.0,-5.58111133624,1,7021.89684442,1745.26131316
0.0,-6.35906154447,1,7021.89684442,1745.26131316
0.0,-11.1249852011,1,7021.89684442,1745.26131316
0.0,-13.7774320562,1,7021.89684442,1745.26131316
0.0,-16.0045151097,1,7021.89684442,1745.26131316
0.0,-19.2963803617,1,7021.89684442,1745.26131316
0.0,-20.9454750621,1,7021.89684442,1745.26131316
0.0,-22.3273482109,1,7021.89684442,1745.26131316
0.0,-23.3672538082,1,7021.89684442,1745.26131316
0.0,-23.7626431039,1,7021.89684442,1745.26131316
0.0,-28.785541598,1,7021.89684442,1745.26131316
0.0,-32.6028965406,1,7021.89684442,1745.26131316
0.0,-34.3809606816,1,7021.89684442,1745.26131316
0.0,-34.861641271,1,7021.89684442,1745.26131316
0.0,-35.8406745589,1,7021.89684442,1745.26131316
0.0,-34.7106550452,1,7021.89684442,1745.26131316
0.0,-36.6043047299,1,7021.89684442,1745.26131316
0.0,-37.8717291131,1,7021.89684442,1745.26131316
0.0,-39.3095526947,1,7021.89684442,1745.26131316
0.0,-39.5812427247,1,7021.89684442,1745.26131316
0.0,-40.1420834532,1,7021.89684442,1745.26131316
0.0,-41.5342581301,1,7021.89684442,1745.26131316
0.0,-43.8782682554,1,7021.89684442,1745.26131316
0.0,-44.8257520792,1,7021.89684442,1745.26131316
0.0,-43.2380843514,1,7021.89684442,1745.26131316
0.0,-42.615681572,1,7021.89684442,1745.26131316
0.0,-43.6142669911,1,7021.89684442,1745.26131316
0.0,-47.7581291086,1,7021.89684442,1745.26131316
0.0,-49.6476971745,1,7021.89684442,1745.26131316
0.0,-53.4432041889,1,7021.89684442,1745.26131316
0.0,-56.4406954017,1,7021.89684442,1745.26131316
0.0,-56.431989313,1,7021.89684442,1745.26131316
0.0,-57.0900734226,1,7021.89684442,1745.26131316
0.0,-57.4344927307,1,7021.89684442,1745.26131316
0.0,-55.4519947373,1,7021.89684442,1745.26131316
0.0,-53.5187119423,1,7021.89684442,1745.26131316
0.0,-55.0596428457,1,7021.89684442,1745.26131316
0.0,-55.2384401975,1,7021.89684442,1745.26131316
0.0,-54.8222357478,1,7021.89684442,1745.26131316
0.0,-55.3317462465,1,7021.89684442,1745.26131316
0.0,-55.2469129436,1,7021.89684442,1745.26131316
0.0,-53.7221025892,1,7021.89684442,1745.26131316
0.0,-52.5970411832,1,7021.89684442,1745.26131316
0.0,-52.4940462257,1,7021.89684442,1745.26131316
0.0,-52.7310622166,1,7021.89684442,1745.26131316
0.0,-53.0197451559,1,7021.89684442,1745.26131316
0.0,-53.0196832936,1,7021.89684442,1745.26131316
0.0,-53.3231903798,1,7021.89684442,1745.26131316
0.0,-52.5521939144,1,7021.89684442,1745.26131316
0.0,-53.1934631475,1,7021.89684442,1745.26131316
0.0,-53.8445970789,1,7021.89684442,1745.26131316
0.0,-55.8499439589,1,7021.89684442,1745.26131316
0.0,-57.6379670372,1,7021.89684442,1745.26131316
0.0,-57.098516314,1,7021.89684442,1745.26131316
0.0,-53.2415187892,1,7021.89684442,1745.26131316
0.0,-53.3546079629,1,7021.89684442,1745.26131316
0.0,-55.2455430849,1,7021.89684442,1745.26131316
0.0,-55.8691229055,1,7021.89684442,1745.26131316
0.0,-59.3785594244,1,7021.89684442,1745.26131316
0.0,-61.3826423918,1,7021.89684442,1745.26131316
0.0,-60.5130608076,1,7021.89684442,1745.26131316
0.0,-58.5718894219,1,7021.89684442,1745.26131316
0.0,-61.2100567346,1,7021.89684442,1745.26131316
0.0,-61.7502749957,1,7021.89684442,1745.26131316
0.0,-60.5351679552,1,7021.89684442,1745.26131316
0.0,-59.7747458632,1,7021.89684442,1745.26131316
0.0,-58.3905572196,1,7021.89684442,1745.26131316
0.0,-58.2663335245,1,7021.89684442,1745.26131316
0.0,-57.7130342778,1,7021.89684442,1745.26131316
0.0,-57.0878834795,1,7021.89684442,1745.26131316
0.0,-56.1694956297,1,7021.89684442,1745.26131316
0.0,-56.1694324783,1,7021.89684442,1745.26131316
0.0,-55.2731750253,1,7021.89684442,1745.26131316
0.0,-56.4249880208,1,7021.89684442,1745.26131316
0.0,-59.2953639646,1,7021.89684442,1745.26131316
0.0,-61.902161857,1,7021.89684442,1745.26131316
0.0,-62.6800994477,1,7021.89684442,1745.26131316
0.0,-62.6587069869,1,7021.89684442,1745.26131316
0.0,-63.0750594746,1,7021.89684442,1745.26131316
0.0,-65.0269039106,1,7021.89684442,1745.26131316
0.0,-66.4738662951,1,7021.89684442,1745.26131316
0.0,-66.772924878,1,7021.89684442,1745.26131316
0.0,-66.0586739094,1,7021.89684442,1745.26131316
0.0,-65.8018448892,1,7021.89684442,1745.26131316
0.0,-66.3696018174,1,7021.89684442,1745.26131316
0.0,-67.3051334441,1,7021.89684442,1745.26131316
0.0,-67.5016767692,1,7021.89684442,1745.26131316
0.0,-68.3615697927,1,7021.89684442,1745.26131316
0.0,-68.6654160147,1,7021.89684442,1745.26131316
0.0,-68.1134176851,1,7021.89684442,1745.26131316
0.0,-67.3477793039,1,7021.89684442,1745.26131316
0.0,-66.3750931212,1,7021.89684442,1745.26131316
0.0,-64.2905601369,1,7021.89684442,1745.26131316
0.0,-63.217616351,1,7021.89684442,1745.26131316
0.0,-63.2363697636,1,7021.89684442,1745.26131316
0.0,-62.7610893746,1,7021.89684442,1745.26131316
0.0,-62.9428814341,1,7021.89684442,1745.26131316
0.0,-63.7782389419,1,7021.89684442,1745.26131316
0.0,-63.9016648982,1,7021.89684442,1745.26131316
0.0,-64.268734553,1,7021.89684442,1745.26131316
0.0,-66.2041034061,1,7021.89684442,1745.26131316
0.0,-66.7681459577,1,7021.89684442,1745.26131316
0.0,-67.6977949578,1,7021.89684442,1745.26131316
0.0,-69.4957606563,1,7021.89684442,1745.26131316
0.0,-69.5152923032,1,7021.89684442,1745.26131316
0.0,-72.2898751485,1,7021.89684442,1745.26131316
0.0,-73.2217989423,1,7021.89684442,1745.26131316
0.0,-72.4749249345,1,7021.89684442,1745.26131316
0.0,-72.1565996251,1,7021.89684442,1745.26131316
0.0,-72.2591755142,1,7021.89684442,1745.26131316
0.0,-72.8694841017,1,7021.89684442,1745.26131316
0.0,-74.4590471377,1,7021.89684442,1745.26131316
0.0,-76.752367372,1,7021.89684442,1745.26131316
0.0,-76.9543063048,1,7021.89684442,1745.26131316
0.0,-77.4219949361,1,7021.89684442,1745.26131316
0.0,-78.7432162658,1,7021.89684442,1745.26131316
0.0,-79.0383600439,1,7021.89684442,1745.26131316
0.0,-79.7269317704,1,7021.89684442,1745.26131316
0.0,-80.6878314454,1,7021.89684442,1745.26131316
0.0,-81.8161133188,1,7021.89684442,1745.26131316
0.0,-82.5434823907,1,7021.89684442,1745.26131316
0.0,-81.927754411,1,7021.89684442,1745.26131316
0.0,-82.0198838797,1,7021.89684442,1745.26131316
0.0,-82.0739577968,1,7021.89684442,1745.26131316
0.0,-85.1466679124,1,7021.89684442,1745.26131316
0.0,-85.6204302264,1,7021.89684442,1745.26131316
0.0,-87.0274027389,1,7021.89684442,1745.26131316
0.0,-88.2486529498,1,7021.89684442,1745.26131316
0.0,-88.7451021091,1,7021.89684442,1745.26131316
0.0,-88.3343319668,1,7021.89684442,1745.26131316
0.0,-85.107013773,1,7021.89684442,1745.26131316
0.0,-84.2736867776,1,7021.89684442,1745.26131316
0.0,-85.4467049807,1,7021.89684442,1745.26131316
0.0,-87.9742861322,1,7021.89684442,1745.26131316
0.0,-89.8598272321,1,7021.89684442,1745.26131316
0.0,-89.5281287804,1,7021.89684442,1745.26131316
0.0,-90.3350047772,1,7021.89684442,1745.26131316
0.0,-96.9477717225,1,7021.89684442,1745.26131316
0.0,-98.2319793661,1,7021.89684442,1745.26131316
0.0,-98.5747849582,1,7021.89684442,1745.26131316
0.0,-98.7426254987,1,7021.89684442,1745.26131316
0.0,-100.088476738,1,7021.89684442,1745.26131316
0.0,-99.8777659251,1,7021.89684442,1745.26131316
0.0,-99.3361685609,1,7021.89684442,1745.26131316
0.0,-101.330065645,1,7021.89684442,1745.26131316
0.0,-104.585901678,1,7021.89684442,1745.26131316
0.0,-105.118279159,1,7021.89684442,1745.26131316
0.0,-105.017452339,1,7021.89684442,1745.26131316
0.0,-105.010721217,1,7021.89684442,1745.26131316
0.0,-105.821854293,1,7021.89684442,1745.26131316
0.0,-106.936705068,1,7021.89684442,1745.26131316
0.0,-106.967051041,1,7021.89684442,1745.26131316
0.0,-106.715125463,1,7021.89684442,1745.26131316
0.0,-106.651237333,1,7021.89684442,1745.26131316
0.0,-105.385272402,1,7021.89684442,1745.26131316
0.0,-103.462063419,1,7021.89684442,1745.26131316
0.0,-107.322317384,1,7021.89684442,1745.26131316
0.0,-109.911198048,1,7021.89684442,1745.26131316
0.0,-111.88111416,1,7021.89684442,1745.26131316
0.0,-112.883724721,1,7021.89684442,1745.26131316
0.0,-113.00006873,1,7021.89684442,1745.26131316
0.0,-113.040004188,1,7021.89684442,1745.26131316
0.0,-112.713125594,1,7021.89684442,1745.26131316
0.0,-115.505096949,1,7021.89684442,1745.26131316
0.0,-117.974916001,1,7021.89684442,1745.26131316
0.0,-119.742381253,1,7021.89684442,1745.26131316
0.0,-120.441205453,1,7021.89684442,1745.26131316
0.0,-120.656599101,1,7021.89684442,1745.26131316
0.0,-120.184774698,1,7021.89684442,1745.26131316
0.0,-118.896912993,1,7021.89684442,1745.26131316
0.0,-117.678918236,1,7021.89684442,1745.26131316
0.0,-118.267731928,1,7021.89684442,1745.26131316
0.0,-118.305691069,1,7021.89684442,1745.26131316
0.0,-118.273314157,1,7021.89684442,1745.26131316
0.0,-118.451848945,1,7021.89684442,1745.26131316
0.0,-118.93202768,1,7021.89684442,1745.26131316
0.0,-120.582923115,1,7021.89684442,1745.26131316
0.0,-120.681806497,1,7021.89684442,1745.26131316
0.0,-120.945819828,1,7021.89684442,1745.26131316
0.0,-121.994408858,1,7021.89684442,1745.26131316
0.0,-123.108363835,1,7021.89684442,1745.26131316
0.0,-122.452997012,1,7021.89684442,1745.26131316
0.0,-122.448712386,1,7021.89684442,1745.26131316
0.0,-122.76257421,1,7021.89684442,1745.26131316
0.0,-125.400869981,1,7021.89684442,1745.26131316
0.0,-125.778179701,1,7021.89684442,1745.26131316
0.0,-125.52804612,1,7021.89684442,1745.26131316
0.0,-124.436729487,1,7021.89684442,1745.26131316
0.0,-125.158617552,1,7021.89684442,1745.26131316
0.0,-127.174641066,1,7021.89684442,1745.26131316
0.0,-129.884891278,1,7021.89684442,1745.26131316
0.0,-130.400828689,1,7021.89684442,1745.26131316
0.0,-130.484594798,1,7021.89684442,1745.26131316
0.0,-129.596587605,1,7021.89684442,1745.26131316
0.0,-133.479964111,1,7021.89684442,1745.26131316
0.0,-134.659167066,1,7021.89684442,1745.26131316
0.0,-134.348815468,1,7021.89684442,1745.26131316
0.0,-133.72594182,1,7021.89684442,1745.26131316
0.0,-133.345565619,1,7021.89684442,1745.26131316
0.0,-132.986849117,1,7021.89684442,1745.26131316
0.0,-133.217329564,1,7021.89684442,1745.26131316
0.0,-134.459906709,1,7021.89684442,1745.26131316
0.0,-136.821904552,1,7021.89684442,1745.26131316
0.0,-141.513903094,1,7021.89684442,1745.26131316
0.0,-141.467428335,1,7021.89684442,1745.26131316
0.0,-141.265630523,1,7021.89684442,1745.26131316
0.0,-140.95223866,1,7021.89684442,1745.26131316
0.0,-141.450004996,1,7021.89684442,1745.26131316
0.0,-141.44993478,1,7021.89684442,1745.26131316
0.0,-142.747871013,1,7021.89684442,1745.26131316
0.0,-142.408682193,1,7021.89684442,1745.26131316
0.0,-141.664597573,1,7021.89684442,1745.26131316
0.0,-141.3230549,1,7021.89684442,1745.26131316
0.0,-141.956202677,1,7021.89684442,1745.26131316
0.0,-142.989941151,1,7021.89684442,1745.26131316
0.0,-143.441155324,1,7021.89684442,1745.26131316
0.0,-143.489178196,1,7021.89684442,1745.26131316
0.0,-142.664162766,1,7021.89684442,1745.26131316
0.0,-134.449474784,1,7021.89684442,1745.26131316
0.0,-134.140464251,1,7021.89684442,1745.26131316
0.0,-133.629179916,1,7021.89684442,1745.26131316
0.0,-136.07854378,1,7021.89684442,1745.26131316
0.0,-136.089492592,1,7021.89684442,1745.26131316
0.0,-134.401235102,1,7021.89684442,1745.26131316
0.0,-137.471810311,1,7021.89684442,1745.26131316
0.0,-141.399636969,1,7021.89684442,1745.26131316
0.0,-143.604984075,1,7021.89684442,1745.26131316
0.0,-143.814331879,1,7021.89684442,1745.26131316
0.0,-148.597036882,1,7021.89684442,1745.26131316
0.0,-152.033337333,1,7021.89684442,1745.26131316
0.0,-152.125503232,1,7021.89684442,1745.26131316
0.0,-155.18621158,1,7021.89684442,1745.26131316
0.0,-156.363639877,1,7021.89684442,1745.26131316
0.0,-158.727641622,1,7021.89684442,1745.26131316
0.0,-159.672092315,1,7021.89684442,1745.26131316
0.0,-160.416649207,1,7021.89684442,1745.26131316
0.0,-161.629324047,1,7021.89684442,1745.26131316
0.0,-162.011273835,1,7021.89684442,1745.26131316
0.0,-162.497740572,1,7021.89684442,1745.26131316
0.0,-163.771089508,1,7021.89684442,1745.26131316
0.0,-164.080594392,1,7021.89684442,1745.26131316
0.0,-162.540776224,1,7021.89684442,1745.26131316
0.0,-164.529588005,1,7021.89684442,1745.26131316
0.0,-165.847078734,1,7021.89684442,1745.26131316
0.0,-167.021078162,1,7021.89684442,1745.26131316
0.0,-168.081796538,1,7021.89684442,1745.26131316
0.0,-169.124838112,1,7021.89684442,1745.26131316
0.0,-169.442054885,1,7021.89684442,1745.26131316
0.0,-168.382245607,1,7021.89684442,1745.26131316
0.0,-166.326877026,1,7021.89684442,1745.26131316
0.0,-165.270154645,1,7021.89684442,1745.26131316
0.0,-165.310860711,1,7021.89684442,1745.26131316
0.0,-165.267652476,1,7021.89684442,1745.26131316
0.0,-165.35168844,1,7021.89684442,1745.26131316
0.0,-164.523776602,1,7021.89684442,1745.26131316
0.0,-164.262154212,1,7021.89684442,1745.26131316
0.0,-164.065437521,1,7021.89684442,1745.26131316
0.0,-163.424768529,1,7021.89684442,1745.26131316
0.0,-162.124559484,1,7021.89684442,1745.26131316
0.0,-162.124486638,1,7021.89684442,1745.26131316
0.0,-160.613486491,1,7021.89684442,1745.26131316
0.0,-160.689508792,1,7021.89684442,1745.26131316
0.0,-160.758469791,1,7021.89684442,1745.26131316
0.0,-162.963909489,1,7021.89684442,1745.26131316
0.0,-163.493372386,1,7021.89684442,1745.26131316
0.0,-162.98811973,1,7021.89684442,1745.26131316
0.0,-162.425953524,1,7021.89684442,1745.26131316
0.0,-161.347770015,1,7021.89684442,1745.26131316
0.0,-158.704846705,1,7021.89684442,1745.26131316
0.0,-157.532422094,1,7021.89684442,1745.26131316
0.0,-157.654136431,1,7021.89684442,1745.26131316
0.0,-158.055738716,1,7021.89684442,1745.26131316
0.0,-155.45205545,1,7021.89684442,1745.26131316
0.0,-154.966985132,1,7021.89684442,1745.26131316
0.0,-155.949536513,1,7021.89684442,1745.26131316
0.0,-157.151830092,1,7021.89684442,1745.26131316
0.0,-157.242966369,1,7021.89684442,1745.26131316
0.0,-156.414649095,1,7021.89684442,1745.26131316
0.0,-155.09287902,1,7021.89684442,1745.26131316
0.0,-155.241467642,1,7021.89684442,1745.26131316
0.0,-155.211907964,1,7021.89684442,1745.26131316
0.0,-154.555940983,1,7021.89684442,1745.26131316
0.0,-154.354863701,1,7021.89684442,1745.26131316
0.0,-154.750779618,1,7021.89684442,1745.26131316
0.0,-154.773642733,1,7021.89684442,1745.26131316
0.0,-154.949963296,1,7021.89684442,1745.26131316
0.0,-154.130056058,1,7021.89684442,1745.26131316
0.0,-153.861122269,1,7021.89684442,1745.26131316
0.0,-153.592398427,1,7021.89684442,1745.26131316
0.0,-152.065818284,1,7021.89684442,1745.26131316
0.0,-152.01344334,1,7021.89684442,1745.26131316
0.0,-150.933471844,1,7021.89684442,1745.26131316
0.0,-148.897394797,1,7021.89684442,1745.26131316
0.0,-146.838201947,1,7021.89684442,1745.26131316
0.0,-146.165563797,1,7021.89684442,1745.26131316
0.0,-145.553937595,1,7021.89684442,1745.26131316
0.0,-144.239033591,1,7021.89684442,1745.26131316
0.0,-143.108663535,1,7021.89684442,1745.26131316
0.0,-140.815626678,1,7021.89684442,1745.26131316
0.0,-139.59424952,1,7021.89684442,1745.26131316
0.0,-139.80596656,1,7021.89684442,1745.26131316
0.0,-142.388977298,1,7021.89684442,1745.26131316
0.0,-145.370308985,1,7021.89684442,1745.26131316
0.0,-145.03249787,1,7021.89684442,1745.26131316
0.0,-145.201920704,1,7021.89684442,1745.26131316
0.0,-147.502930986,1,7021.89684442,1745.26131316
0.0,-146.957595967,1,7021.89684442,1745.26131316
0.0,-146.522482896,1,7021.89684442,1745.26131316
0.0,-146.224970523,1,7021.89684442,1745.26131316
0.0,-146.195269349,1,7021.89684442,1745.26131316
0.0,-146.014301623,1,7021.89684442,1745.26131316
0.0,-147.123334096,1,7021.89684442,1745.26131316
0.0,-147.137410767,1,7021.89684442,1745.26131316
0.0,-146.735258636,1,7021.89684442,1745.26131316
0.0,-146.346121204,1,7021.89684442,1745.26131316
0.0,-147.014158721,1,7021.89684442,1745.26131316
0.0,-147.683744936,1,7021.89684442,1745.26131316
0.0,-148.643822349,1,7021.89684442,1745.26131316
0.0,-150.042794461,1,7021.89684442,1745.26131316
0.0,-149.207881021,1,7021.89684442,1745.26131316
0.0,-148.98342353,1,7021.89684442,1745.26131316
0.0,-147.308247487,1,7021.89684442,1745.26131316
0.0,-146.684921142,1,7021.89684442,1745.26131316
0.0,-146.278568496,1,7021.89684442,1745.26131316
0.0,-144.469468298,1,7021.89684442,1745.26131316
0.0,-144.093663549,1,7021.89684442,1745.26131316
0.0,-144.562098998,1,7021.89684442,1745.26131316
