distance covered,degrees from top of map,rad,currX,currY
0.0,0.202266702018,0,7065.0,1787.0
0.0,0.19930038659,0,7065.0,1787.0
0.0,0.196315385011,0,7065.0,1787.0
0.0,0.199566808501,0,7065.0,1787.0
0.0,0.19778129504,0,7065.0,1787.0
0.0,0.189004044807,0,7065.0,1787.0
0.0,0.187240418974,0,7065.0,1787.0
0.0,0.183859262231,0,7065.0,1787.0
0.0,0.178545018659,0,7065.0,1787.0
0.0,0.175279763845,0,7065.0,1787.0
0.0,0.168539937338,0,7065.0,1787.0
0.0,0.155327450794,0,7065.0,1787.0
0.0,0.140975468087,0,7065.0,1787.0
0.0,0.140166041603,0,7065.0,1787.0
0.0,0.14378740627,0,7065.0,1787.0
0.0,0.149065625753,0,7065.0,1787.0
0.0,0.141855716527,0,7065.0,1787.0
0.0,0.133492117951,0,7065.0,1787.0
0.0,0.13251364746,0,7065.0,1787.0
0.0,0.133615721825,0,7065.0,1787.0
0.0,0.138515654591,0,7065.0,1787.0
0.0,0.146606909605,0,7065.0,1787.0
0.0,0.148116654931,0,7065.0,1787.0
0.0,0.149879704522,0,7065.0,1787.0
0.0,0.155273210311,0,7065.0,1787.0
0.0,0.159017121448,0,7065.0,1787.0
0.0,0.159510644579,0,7065.0,1787.0
0.0,0.151096233881,0,7065.0,1787.0
0.0,0.151696569454,0,7065.0,1787.0
0.0,0.15939456724,0,7065.0,1787.0
0.0,0.166109825974,0,7065.0,1787.0
0.0,0.177032406534,0,7065.0,1787.0
0.0,0.179356604901,0,7065.0,1787.0
0.0,0.176279878033,0,7065.0,1787.0
0.0,0.169909300111,0,7065.0,1787.0
0.0,0.164824184729,0,7065.0,1787.0
0.0,0.163891899455,0,7065.0,1787.0
0.0,0.156885584009,0,7065.0,1787.0
0.0,0.154480721179,0,7065.0,1787.0
0.0,0.14987794169,0,7065.0,1787.0
0.0,0.150995095497,0,7065.0,1787.0
0.0,0.155246649544,0,7065.0,1787.0
0.0,0.158531169247,0,7065.0,1787.0
0.0,0.151403899888,0,7065.0,1787.0
0.0,0.144491822165,0,7065.0,1787.0
0.0,0.139714792115,0,7065.0,1787.0
0.0,0.138151131131,0,7065.0,1787.0
0.0,0.141793626098,0,7065.0,1787.0
0.0,0.149143118242,0,7065.0,1787.0
0.0,0.151486340444,0,7065.0,1787.0
0.0,0.14547476457,0,7065.0,1787.0
0.0,0.136148257043,0,7065.0,1787.0
0.0,0.134408549167,0,7065.0,1787.0
0.0,0.137716300979,0,7065.0,1787.0
0.0,0.13845677809,0,7065.0,1787.0
0.0,0.142460340974,0,7065.0,1787.0
0.0,0.144326797829,0,7065.0,1787.0
0.0,0.143669006056,0,7065.0,1787.0
0.0,0.142983250402,0,7065.0,1787.0
0.0,0.145475626724,0,7065.0,1787.0
0.0,0.146658167374,0,7065.0,1787.0
0.0,0.145940934088,0,7065.0,1787.0
0.0,0.140284274596,0,7065.0,1787.0
0.0,0.138129453836,0,7065.0,1787.0
0.0,0.133642173585,0,7065.0,1787.0
0.0,0.126152401614,0,7065.0,1787.0
0.0,0.125947454941,0,7065.0,1787.0
0.0,0.123762494666,0,7065.0,1787.0
0.0,0.119323371024,0,7065.0,1787.0
0.0,0.111946012318,0,7065.0,1787.0
0.0,0.108252123251,0,7065.0,1787.0
0.0,0.102611667596,0,7065.0,1787.0
0.0,0.100564291543,0,7065.0,1787.0
0.0,0.102103690716,0,7065.0,1787.0
0.0,0.104950630526,0,7065.0,1787.0
0.0,0.110650099425,0,7065.0,1787.0
0.0,0.10704896592,0,7065.0,1787.0
0.0,0.103862439842,0,7065.0,1787.0
0.0,0.105441827796,0,7065.0,1787.0
0.0,0.108059569952,0,7065.0,1787.0
0.0,0.110205673271,0,7065.0,1787.0
0.0,0.112954317754,0,7065.0,1787.0
0.0,0.112258801187,0,7065.0,1787.0
0.0,0.113775207815,0,7065.0,1787.0
0.0,0.115834093804,0,7065.0,1787.0
0.0,0.113984137043,0,7065.0,1787.0
0.0,0.117034426476,0,7065.0,1787.0
0.0,0.122119488477,0,7065.0,1787.0
0.0,0.125788027791,0,7065.0,1787.0
0.0,0.125852111484,0,7065.0,1787.0
0.0,0.123862568962,0,7065.0,1787.0
0.0,0.124690811425,0,7065.0,1787.0
0.0,0.129971547431,0,7065.0,1787.0
0.0,0.135862953231,0,7065.0,1787.0
0.0,0.136077641645,0,7065.0,1787.0
0.0,0.134092730219,0,7065.0,1787.0
0.0,0.124039335335,0,7065.0,1787.0
0.0,0.120530457942,0,7065.0,1787.0
0.0,0.124987818622,0,7065.0,1787.0
0.0,0.13011660374,0,7065.0,1787.0
0.0,0.129461467417,0,7065.0,1787.0
0.0,0.128883510858,0,7065.0,1787.0
0.0,0.123471094784,0,7065.0,1787.0
0.0,0.120595102285,0,7065.0,1787.0
0.0,0.120998536866,0,7065.0,1787.0
0.0,0.124035940601,0,7065.0,1787.0
0.0,0.127912314059,0,7065.0,1787.0
0.0,0.122926334224,0,7065.0,1787.0
0.0,0.121121494283,0,7065.0,1787.0
0.0,0.126487098803,0,7065.0,1787.0
0.0,0.129607437645,0,7065.0,1787.0
0.0,0.131222196727,0,7065.0,1787.0
0.0,0.132610020955,0,7065.0,1787.0
0.0,0.128630444009,0,7065.0,1787.0
0.0,0.123020788342,0,7065.0,1787.0
0.0,0.129403601341,0,7065.0,1787.0
0.0,0.136060826821,0,7065.0,1787.0
0.0,0.144899175288,0,7065.0,1787.0
0.0,0.148240453226,0,7065.0,1787.0
0.0,0.145736321036,0,7065.0,1787.0
0.0,0.136462359118,0,7065.0,1787.0
0.0,0.129701576712,0,7065.0,1787.0
0.0,0.128225012999,0,7065.0,1787.0
0.0,0.129272730574,0,7065.0,1787.0
0.0,0.136615405273,0,7065.0,1787.0
0.0,0.139204980019,0,7065.0,1787.0
0.0,0.132911780379,0,7065.0,1787.0
0.0,0.125460052886,0,7065.0,1787.0
0.0,0.119576167511,0,7065.0,1787.0
0.0,0.116693464454,0,7065.0,1787.0
0.0,0.117349840136,0,7065.0,1787.0
0.0,0.119827624144,0,7065.0,1787.0
0.0,0.12084348689,0,7065.0,1787.0
0.0,0.117594037824,0,7065.0,1787.0
0.0,0.113347812872,0,7065.0,1787.0
0.0,0.107383470712,0,7065.0,1787.0
0.0,0.107488438721,0,7065.0,1787.0
0.0,0.110754775125,0,7065.0,1787.0
0.0,0.112675548965,0,7065.0,1787.0
0.0,0.110200145113,0,7065.0,1787.0
0.0,0.107191700425,0,7065.0,1787.0
0.0,0.103075262914,0,7065.0,1787.0
0.0,0.0998107266005,0,7065.0,1787.0
0.0,0.0972265209059,0,7065.0,1787.0
0.0,0.0817516982082,0,7065.0,1787.0
0.0,0.0641093502137,0,7065.0,1787.0
60.0,0.0611776041748,1,7065.06406503,1846.9999658
0.0,0.0646182877797,1,7065.06406503,1846.9999658
0.0,0.0590109866342,1,7065.06406503,1846.9999658
0.0,0.0557294919196,1,7065.06406503,1846.9999658
0.0,0.0530159494779,1,7065.06406503,1846.9999658
0.0,0.0515483388479,1,7065.06406503,1846.9999658
0.0,0.0539042516389,1,7065.06406503,1846.9999658
0.0,0.0535203636729,1,7065.06406503,1846.9999658
0.0,0.0472871579094,1,7065.06406503,1846.9999658
0.0,0.0417538771697,1,7065.06406503,1846.9999658
0.0,0.0445127519148,1,7065.06406503,1846.9999658
0.0,0.046051892302,1,7065.06406503,1846.9999658
0.0,0.0411257679119,1,7065.06406503,1846.9999658
0.0,0.0372721044933,1,7065.06406503,1846.9999658
0.0,0.0363455608081,1,7065.06406503,1846.9999658
0.0,0.0309806386434,1,7065.06406503,1846.9999658
0.0,0.0322793587985,1,7065.06406503,1846.9999658
0.0,0.0387071112009,1,7065.06406503,1846.9999658
0.0,0.0427137707879,1,7065.06406503,1846.9999658
0.0,0.0415405300578,1,7065.06406503,1846.9999658
0.0,0.0264216184511,1,7065.06406503,1846.9999658
0.0,0.0241138918881,1,7065.06406503,1846.9999658
0.0,0.0197988327652,1,7065.06406503,1846.9999658
0.0,0.0161724700636,1,7065.06406503,1846.9999658
0.0,0.01659043442,1,7065.06406503,1846.9999658
0.0,0.0175811343955,1,7065.06406503,1846.9999658
0.0,0.0113032974499,1,7065.06406503,1846.9999658
0.0,0.0111833926856,1,7065.06406503,1846.9999658
0.0,0.00710055359191,1,7065.06406503,1846.9999658
0.0,0.00374552747512,1,7065.06406503,1846.9999658
0.0,0.00339709968196,1,7065.06406503,1846.9999658
0.0,0.00558341296356,1,7065.06406503,1846.9999658
0.0,0.00490215597984,1,7065.06406503,1846.9999658
0.0,0.00186635600269,1,7065.06406503,1846.9999658
0.0,-0.00301055795366,1,7065.06406503,1846.9999658
0.0,-0.0068120994982,1,7065.06406503,1846.9999658
0.0,-0.00568192603818,1,7065.06406503,1846.9999658
0.0,-0.00544789973458,1,7065.06406503,1846.9999658
0.0,-0.00514902886328,1,7065.06406503,1846.9999658
0.0,-0.00775166667463,1,7065.06406503,1846.9999658
0.0,-0.0113410216794,1,7065.06406503,1846.9999658
0.0,-0.0134189517126,1,7065.06406503,1846.9999658
0.0,-0.0116508464576,1,7065.06406503,1846.9999658
0.0,-0.00797717519143,1,7065.06406503,1846.9999658
0.0,-0.0024490883073,1,7065.06406503,1846.9999658
0.0,-0.00149958929861,1,7065.06406503,1846.9999658
0.0,-0.00340107860986,1,7065.06406503,1846.9999658
0.0,-0.00459240270752,1,7065.06406503,1846.9999658
0.0,-0.0046445497032,1,7065.06406503,1846.9999658
0.0,-0.00270746297705,1,7065.06406503,1846.9999658
0.0,-0.00147447427421,1,7065.06406503,1846.9999658
0.0,-0.00191927685419,1,7065.06406503,1846.9999658
0.0,-0.00667160975594,1,7065.06406503,1846.9999658
0.0,-0.0119377275458,1,7065.06406503,1846.9999658
0.0,-0.0153269308325,1,7065.06406503,1846.9999658
0.0,-0.0121951382687,1,7065.06406503,1846.9999658
0.0,-0.0121762985146,1,7065.06406503,1846.9999658
0.0,-0.0104946515407,1,7065.06406503,1846.9999658
0.0,-0.009218842223,1,7065.06406503,1846.9999658
0.0,-0.0122940538719,1,7065.06406503,1846.9999658
0.0,-0.0153586021717,1,7065.06406503,1846.9999658
0.0,-0.0175349285233,1,7065.06406503,1846.9999658
0.0,-0.0157415237363,1,7065.06406503,1846.9999658
0.0,-0.0147056009812,1,7065.06406503,1846.9999658
0.0,-0.0152874452507,1,7065.06406503,1846.9999658
0.0,-0.0203022222207,1,7065.06406503,1846.9999658
0.0,-0.0288144477126,1,7065.06406503,1846.9999658
0.0,-0.0322134040789,1,7065.06406503,1846.9999658
0.0,-0.0363144090163,1,7065.06406503,1846.9999658
0.0,-0.0394492991358,1,7065.06406503,1846.9999658
0.0,-0.0418071045726,1,7065.06406503,1846.9999658
0.0,-0.0476130975806,1,7065.06406503,1846.9999658
0.0,-0.0510181812048,1,7065.06406503,1846.9999658
0.0,-0.0475854053458,1,7065.06406503,1846.9999658
0.0,-0.0452564656549,1,7065.06406503,1846.9999658
0.0,-0.0450271459358,1,7065.06406503,1846.9999658
0.0,-0.0492986933759,1,7065.06406503,1846.9999658
0.0,-0.0512651075293,1,7065.06406503,1846.9999658
0.0,-0.0514233199819,1,7065.06406503,1846.9999658
0.0,-0.0534244154401,1,7065.06406503,1846.9999658
0.0,-0.0478584137923,1,7065.06406503,1846.9999658
0.0,-0.0441591513173,1,7065.06406503,1846.9999658
0.0,-0.0403420785036,1,7065.06406503,1846.9999658
0.0,-0.0413358841012,1,7065.06406503,1846.9999658
0.0,-0.0425036497548,1,7065.06406503,1846.9999658
0.0,-0.0476159758305,1,7065.06406503,1846.9999658
0.0,-0.0512157828997,1,7065.06406503,1846.9999658
0.0,-0.048804941454,1,7065.06406503,1846.9999658
0.0,-0.0461209366507,1,7065.06406503,1846.9999658
0.0,-0.0385611352295,1,7065.06406503,1846.9999658
0.0,-0.0386357144721,1,7065.06406503,1846.9999658
0.0,-0.0421366255207,1,7065.06406503,1846.9999658
0.0,-0.0474424380848,1,7065.06406503,1846.9999658
0.0,-0.0524675819319,1,7065.06406503,1846.9999658
0.0,-0.0574696582094,1,7065.06406503,1846.9999658
0.0,-0.0552460082975,1,7065.06406503,1846.9999658
0.0,-0.0547327852056,1,7065.06406503,1846.9999658
0.0,-0.0574338062061,1,7065.06406503,1846.9999658
0.0,-0.0626871303881,1,7065.06406503,1846.9999658
0.0,-0.0658790910314,1,7065.06406503,1846.9999658
0.0,-0.0682267716075,1,7065.06406503,1846.9999658
0.0,-0.0683931148369,1,7065.06406503,1846.9999658
0.0,-0.0672054818856,1,7065.06406503,1846.9999658
0.0,-0.0693506068701,1,7065.06406503,1846.9999658
0.0,-0.073250000778,1,7065.06406503,1846.9999658
0.0,-0.0794095383505,1,7065.06406503,1846.9999658
0.0,-0.0855828400712,1,7065.06406503,1846.9999658
0.0,-0.0883968636217,1,7065.06406503,1846.9999658
0.0,-0.0901807622159,1,7065.06406503,1846.9999658
0.0,-0.0856423804632,1,7065.06406503,1846.9999658
0.0,-0.083430397035,1,7065.06406503,1846.9999658
0.0,-0.0863843474304,1,7065.06406503,1846.9999658
0.0,-0.0883312041905,1,7065.06406503,1846.9999658
0.0,-0.0935030264264,1,7065.06406503,1846.9999658
0.0,-0.0972629059664,1,7065.06406503,1846.9999658
0.0,-0.0974123068506,1,7065.06406503,1846.9999658
0.0,-0.0983750296283,1,7065.06406503,1846.9999658
0.0,-0.0982452497694,1,7065.06406503,1846.9999658
0.0,-0.0974564683823,1,7065.06406503,1846.9999658
0.0,-0.0969885136298,1,7065.06406503,1846.9999658
0.0,-0.103499312127,1,7065.06406503,1846.9999658
0.0,-0.10919605169,1,7065.06406503,1846.9999658
0.0,-0.10922338076,1,7065.06406503,1846.9999658
0.0,-0.11035199008,1,7065.06406503,1846.9999658
0.0,-0.112184640374,1,7065.06406503,1846.9999658
0.0,-0.110083860658,1,7065.06406503,1846.9999658
0.0,-0.109156989494,1,7065.06406503,1846.9999658
0.0,-0.106833823476,1,7065.06406503,1846.9999658
0.0,-0.110755391927,1,7065.06406503,1846.9999658
0.0,-0.113942456646,1,7065.06406503,1846.9999658
0.0,-0.116403297885,1,7065.06406503,1846.9999658
0.0,-0.117477365291,1,7065.06406503,1846.9999658
0.0,-0.118212276294,1,7065.06406503,1846.9999658
0.0,-0.119581263694,1,7065.06406503,1846.9999658
0.0,-0.121950989422,1,7065.06406503,1846.9999658
0.0,-0.131858834993,1,7065.06406503,1846.9999658
0.0,-0.135508352593,1,7065.06406503,1846.9999658
0.0,-0.140282631913,1,7065.06406503,1846.9999658
0.0,-0.139396811865,1,7065.06406503,1846.9999658
0.0,-0.135333129785,1,7065.06406503,1846.9999658
0.0,-0.130921749936,1,7065.06406503,1846.9999658
0.0,-0.132225353997,1,7065.06406503,1846.9999658
0.0,-0.138103311864,1,7065.06406503,1846.9999658
0.0,-0.143711284107,1,7065.06406503,1846.9999658
0.0,-0.14564913536,1,7065.06406503,1846.9999658
0.0,-0.145635007762,1,7065.06406503,1846.9999658
0.0,-0.144891687378,1,7065.06406503,1846.9999658
0.0,-0.143365394574,1,7065.06406503,1846.9999658
0.0,-0.142943888015,1,7065.06406503,1846.9999658
0.0,-0.147598062221,1,7065.06406503,1846.9999658
0.0,-0.15003731656,1,7065.06406503,1846.9999658
0.0,-0.15284644951,1,7065.06406503,1846.9999658
0.0,-0.152357655595,1,7065.06406503,1846.9999658
0.0,-0.152943784786,1,7065.06406503,1846.9999658
0.0,-0.154965227583,1,7065.06406503,1846.9999658
0.0,-0.157084580964,1,7065.06406503,1846.9999658
0.0,-0.162000485154,1,7065.06406503,1846.9999658
0.0,-0.162713606688,1,7065.06406503,1846.9999658
0.0,-0.160542132794,1,7065.06406503,1846.9999658
0.0,-0.154085932815,1,7065.06406503,1846.9999658
0.0,-0.154279214263,1,7065.06406503,1846.9999658
0.0,-0.155363588783,1,7065.06406503,1846.9999658
0.0,-0.157462756163,1,7065.06406503,1846.9999658
0.0,-0.16393190026,1,7065.06406503,1846.9999658
0.0,-0.166696172525,1,7065.06406503,1846.9999658
0.0,-0.160343212859,1,7065.06406503,1846.9999658
0.0,-0.153255437568,1,7065.06406503,1846.9999658
0.0,-0.155396075039,1,7065.06406503,1846.9999658
0.0,-0.156339782822,1,7065.06406503,1846.9999658
0.0,-0.159846542016,1,7065.06406503,1846.9999658
0.0,-0.165377587626,1,7065.06406503,1846.9999658
0.0,-0.167051104777,1,7065.06406503,1846.9999658
0.0,-0.166151397069,1,7065.06406503,1846.9999658
0.0,-0.168783866334,1,7065.06406503,1846.9999658
0.0,-0.171317133323,1,7065.06406503,1846.9999658
0.0,-0.178486707965,1,7065.06406503,1846.9999658
0.0,-0.183432964406,1,7065.06406503,1846.9999658
0.0,-0.183398502196,1,7065.06406503,1846.9999658
0.0,-0.180752467488,1,7065.06406503,1846.9999658
0.0,-0.177126234283,1,7065.06406503,1846.9999658
0.0,-0.174024267674,1,7065.06406503,1846.9999658
0.0,-0.176122372056,1,7065.06406503,1846.9999658
0.0,-0.190531709259,1,7065.06406503,1846.9999658
0.0,-0.188148993817,1,7065.06406503,1846.9999658
0.0,-0.189546736516,1,7065.06406503,1846.9999658
0.0,-0.18869056446,1,7065.06406503,1846.9999658
0.0,-0.187353210705,1,7065.06406503,1846.9999658
0.0,-0.186950547259,1,7065.06406503,1846.9999658
0.0,-0.190342885803,1,7065.06406503,1846.9999658
0.0,-0.189348465966,1,7065.06406503,1846.9999658
0.0,-0.180530769892,1,7065.06406503,1846.9999658
0.0,-0.18201270636,1,7065.06406503,1846.9999658
0.0,-0.190275051516,1,7065.06406503,1846.9999658
0.0,-0.194670710986,1,7065.06406503,1846.9999658
0.0,-0.194282435495,1,7065.06406503,1846.9999658
0.0,-0.194867737209,1,7065.06406503,1846.9999658
0.0,-0.195172230004,1,7065.06406503,1846.9999658
0.0,-0.203577173745,1,7065.06406503,1846.9999658
0.0,-0.21580916416,1,7065.06406503,1846.9999658
0.0,-0.222302554557,1,7065.06406503,1846.9999658
0.0,-0.223019291688,1,7065.06406503,1846.9999658
0.0,-0.215072217829,1,7065.06406503,1846.9999658
0.0,-0.2116715055,1,7065.06406503,1846.9999658
0.0,-0.217468512615,1,7065.06406503,1846.9999658
0.0,-0.215404300227,1,7065.06406503,1846.9999658
0.0,-0.219266482022,1,7065.06406503,1846.9999658
0.0,-0.222984320341,1,7065.06406503,1846.9999658
0.0,-0.216047774193,1,7065.06406503,1846.9999658
0.0,-0.2140876525,1,7065.06406503,1846.9999658
0.0,-0.216747450723,1,7065.06406503,1846.9999658
0.0,-0.223724419086,1,7065.06406503,1846.9999658
0.0,-0.227701882217,1,7065.06406503,1846.9999658
0.0,-0.226864387093,1,7065.06406503,1846.9999658
0.0,-0.224351356656,1,7065.06406503,1846.9999658
0.0,-0.227049943023,1,7065.06406503,1846.9999658
0.0,-0.23532741816,1,7065.06406503,1846.9999658
0.0,-0.242807449521,1,7065.06406503,1846.9999658
0.0,-0.243780213953,1,7065.06406503,1846.9999658
0.0,-0.243285554689,1,7065.06406503,1846.9999658
0.0,-0.240595451023,1,7065.06406503,1846.9999658
0.0,-0.245344492891,1,7065.06406503,1846.9999658
0.0,-0.249916236825,1,7065.06406503,1846.9999658
0.0,-0.254089479611,1,7065.06406503,1846.9999658
0.0,-0.258596372371,1,7065.06406503,1846.9999658
0.0,-0.257735263529,1,7065.06406503,1846.9999658
0.0,-0.263702766196,1,7065.06406503,1846.9999658
0.0,-0.268331527554,1,7065.06406503,1846.9999658
0.0,-0.27234615391,1,7065.06406503,1846.9999658
0.0,-0.265567675868,1,7065.06406503,1846.9999658
0.0,-0.268777486431,1,7065.06406503,1846.9999658
0.0,-0.270724785663,1,7065.06406503,1846.9999658
0.0,-0.271657244601,1,7065.06406503,1846.9999658
0.0,-0.26765637079,1,7065.06406503,1846.9999658
0.0,-0.260977273451,1,7065.06406503,1846.9999658
0.0,-0.259920623079,1,7065.06406503,1846.9999658
0.0,-0.266716987046,1,7065.06406503,1846.9999658
0.0,-0.271150404869,1,7065.06406503,1846.9999658
0.0,-0.270307175751,1,7065.06406503,1846.9999658
0.0,-0.269872869183,1,7065.06406503,1846.9999658
0.0,-0.26716833792,1,7065.06406503,1846.9999658
0.0,-0.268526061636,1,7065.06406503,1846.9999658
0.0,-0.270154750625,1,7065.06406503,1846.9999658
0.0,-0.269273179071,1,7065.06406503,1846.9999658
0.0,-0.266718912882,1,7065.06406503,1846.9999658
0.0,-0.263536730946,1,7065.06406503,1846.9999658
0.0,-0.266268206468,1,7065.06406503,1846.9999658
0.0,-0.276023260183,1,7065.06406503,1846.9999658
0.0,-0.277998136869,1,7065.06406503,1846.9999658
0.0,-0.275457691531,1,7065.06406503,1846.9999658
